Ensembl Gene ID	GO Term Accession	GO Term Name	GO Term Definition	GO Term Evidence Code	GO domain	Description	shared name
ENSG00000178999	GO:0034501	protein localization to kinetochore	Any process in which a protein is transported to, or maintained at, the kinetochore. [GOC:mah]	IMP	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0007067	mitotic nuclear division	A cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell. [GOC:dph, GOC:ma, GOC:mah, ISBN:0198547684]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0035174	histone serine kinase activity	Catalysis of the transfer of a phosphate group to a serine residue of a histone. Histones are any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. [GOC:bf]	IBA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0032133	chromosome passenger complex	A eukaryotically conserved protein complex that localizes to kinetochores in early mitosis, the spindle mid-zone in anaphase B and to the telophase midbody. It has been proposed that the passenger complex coordinates various events based on its location to different structures during the course of mitosis. Complex members include the BIR-domain-containing protein Survivin, Aurora kinase, INCENP and Borealin. [GOC:vw, PMID:16824200, PMID:19570910]	IEA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0031616	spindle pole centrosome	A centrosome from which one pole of a mitotic or meiotic spindle is organized. [GOC:mah]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0007052	mitotic spindle organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle. [GOC:mah]	IBA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0005876	spindle microtubule	Any microtubule that is part of a mitotic or meiotic spindle; anchored at one spindle pole. [ISBN:0815316194]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0032467	positive regulation of cytokinesis	Any process that activates or increases the frequency, rate or extent of the division of the cytoplasm of a cell, and its separation into two daughter cells. [GOC:mah]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0043988	histone H3-S28 phosphorylation	The modification of histone H3 by the addition of an phosphate group to a serine residue at position 28 of the histone. [GOC:jl]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0031577	spindle checkpoint	A cell cycle checkpoint that originates from the mitotic or meiotic spindle. [GOC:mtg_cell_cycle]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0051233	spindle midzone	The area in the center of the spindle where the spindle microtubules from opposite poles overlap. [GOC:ai, PMID:15296749]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0007067	mitotic nuclear division	A cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell. [GOC:dph, GOC:ma, GOC:mah, ISBN:0198547684]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0035174	histone serine kinase activity	Catalysis of the transfer of a phosphate group to a serine residue of a histone. Histones are any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. [GOC:bf]	IBA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0006468	protein phosphorylation	The process of introducing a phosphate group on to a protein. [GOC:hb]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0005524	ATP binding	Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [ISBN:0198506732]	IEA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0004672	protein kinase activity	Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP. [MetaCyc:PROTEIN-KINASE-RXN]	IEA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0032133	chromosome passenger complex	A eukaryotically conserved protein complex that localizes to kinetochores in early mitosis, the spindle mid-zone in anaphase B and to the telophase midbody. It has been proposed that the passenger complex coordinates various events based on its location to different structures during the course of mitosis. Complex members include the BIR-domain-containing protein Survivin, Aurora kinase, INCENP and Borealin. [GOC:vw, PMID:16824200, PMID:19570910]	IEA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0031616	spindle pole centrosome	A centrosome from which one pole of a mitotic or meiotic spindle is organized. [GOC:mah]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0007052	mitotic spindle organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle. [GOC:mah]	IBA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0005876	spindle microtubule	Any microtubule that is part of a mitotic or meiotic spindle; anchored at one spindle pole. [ISBN:0815316194]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0032467	positive regulation of cytokinesis	Any process that activates or increases the frequency, rate or extent of the division of the cytoplasm of a cell, and its separation into two daughter cells. [GOC:mah]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0043988	histone H3-S28 phosphorylation	The modification of histone H3 by the addition of an phosphate group to a serine residue at position 28 of the histone. [GOC:jl]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0031577	spindle checkpoint	A cell cycle checkpoint that originates from the mitotic or meiotic spindle. [GOC:mtg_cell_cycle]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0051233	spindle midzone	The area in the center of the spindle where the spindle microtubules from opposite poles overlap. [GOC:ai, PMID:15296749]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0007067	mitotic nuclear division	A cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell. [GOC:dph, GOC:ma, GOC:mah, ISBN:0198547684]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0035174	histone serine kinase activity	Catalysis of the transfer of a phosphate group to a serine residue of a histone. Histones are any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. [GOC:bf]	IBA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0006468	protein phosphorylation	The process of introducing a phosphate group on to a protein. [GOC:hb]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0005524	ATP binding	Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [ISBN:0198506732]	IEA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0004672	protein kinase activity	Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP. [MetaCyc:PROTEIN-KINASE-RXN]	IEA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0032133	chromosome passenger complex	A eukaryotically conserved protein complex that localizes to kinetochores in early mitosis, the spindle mid-zone in anaphase B and to the telophase midbody. It has been proposed that the passenger complex coordinates various events based on its location to different structures during the course of mitosis. Complex members include the BIR-domain-containing protein Survivin, Aurora kinase, INCENP and Borealin. [GOC:vw, PMID:16824200, PMID:19570910]	IEA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0031616	spindle pole centrosome	A centrosome from which one pole of a mitotic or meiotic spindle is organized. [GOC:mah]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0007052	mitotic spindle organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle. [GOC:mah]	IBA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0005876	spindle microtubule	Any microtubule that is part of a mitotic or meiotic spindle; anchored at one spindle pole. [ISBN:0815316194]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0032467	positive regulation of cytokinesis	Any process that activates or increases the frequency, rate or extent of the division of the cytoplasm of a cell, and its separation into two daughter cells. [GOC:mah]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0043988	histone H3-S28 phosphorylation	The modification of histone H3 by the addition of an phosphate group to a serine residue at position 28 of the histone. [GOC:jl]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0031577	spindle checkpoint	A cell cycle checkpoint that originates from the mitotic or meiotic spindle. [GOC:mtg_cell_cycle]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0051233	spindle midzone	The area in the center of the spindle where the spindle microtubules from opposite poles overlap. [GOC:ai, PMID:15296749]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0007067	mitotic nuclear division	A cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell. [GOC:dph, GOC:ma, GOC:mah, ISBN:0198547684]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0035174	histone serine kinase activity	Catalysis of the transfer of a phosphate group to a serine residue of a histone. Histones are any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. [GOC:bf]	IBA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0006468	protein phosphorylation	The process of introducing a phosphate group on to a protein. [GOC:hb]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0005524	ATP binding	Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [ISBN:0198506732]	IEA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0004672	protein kinase activity	Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP. [MetaCyc:PROTEIN-KINASE-RXN]	IEA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0032133	chromosome passenger complex	A eukaryotically conserved protein complex that localizes to kinetochores in early mitosis, the spindle mid-zone in anaphase B and to the telophase midbody. It has been proposed that the passenger complex coordinates various events based on its location to different structures during the course of mitosis. Complex members include the BIR-domain-containing protein Survivin, Aurora kinase, INCENP and Borealin. [GOC:vw, PMID:16824200, PMID:19570910]	IEA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0031616	spindle pole centrosome	A centrosome from which one pole of a mitotic or meiotic spindle is organized. [GOC:mah]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0007052	mitotic spindle organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle. [GOC:mah]	IBA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0005876	spindle microtubule	Any microtubule that is part of a mitotic or meiotic spindle; anchored at one spindle pole. [ISBN:0815316194]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0032467	positive regulation of cytokinesis	Any process that activates or increases the frequency, rate or extent of the division of the cytoplasm of a cell, and its separation into two daughter cells. [GOC:mah]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0043988	histone H3-S28 phosphorylation	The modification of histone H3 by the addition of an phosphate group to a serine residue at position 28 of the histone. [GOC:jl]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0031577	spindle checkpoint	A cell cycle checkpoint that originates from the mitotic or meiotic spindle. [GOC:mtg_cell_cycle]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0051233	spindle midzone	The area in the center of the spindle where the spindle microtubules from opposite poles overlap. [GOC:ai, PMID:15296749]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0007067	mitotic nuclear division	A cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell. [GOC:dph, GOC:ma, GOC:mah, ISBN:0198547684]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0035174	histone serine kinase activity	Catalysis of the transfer of a phosphate group to a serine residue of a histone. Histones are any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. [GOC:bf]	IBA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0006468	protein phosphorylation	The process of introducing a phosphate group on to a protein. [GOC:hb]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0005524	ATP binding	Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [ISBN:0198506732]	IEA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0004672	protein kinase activity	Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP. [MetaCyc:PROTEIN-KINASE-RXN]	IEA	molecular_function	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0032133	chromosome passenger complex	A eukaryotically conserved protein complex that localizes to kinetochores in early mitosis, the spindle mid-zone in anaphase B and to the telophase midbody. It has been proposed that the passenger complex coordinates various events based on its location to different structures during the course of mitosis. Complex members include the BIR-domain-containing protein Survivin, Aurora kinase, INCENP and Borealin. [GOC:vw, PMID:16824200, PMID:19570910]	IEA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0031616	spindle pole centrosome	A centrosome from which one pole of a mitotic or meiotic spindle is organized. [GOC:mah]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0007052	mitotic spindle organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle. [GOC:mah]	IBA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0005876	spindle microtubule	Any microtubule that is part of a mitotic or meiotic spindle; anchored at one spindle pole. [ISBN:0815316194]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0032467	positive regulation of cytokinesis	Any process that activates or increases the frequency, rate or extent of the division of the cytoplasm of a cell, and its separation into two daughter cells. [GOC:mah]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0043988	histone H3-S28 phosphorylation	The modification of histone H3 by the addition of an phosphate group to a serine residue at position 28 of the histone. [GOC:jl]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0031577	spindle checkpoint	A cell cycle checkpoint that originates from the mitotic or meiotic spindle. [GOC:mtg_cell_cycle]	IEA	biological_process	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000178999	GO:0051233	spindle midzone	The area in the center of the spindle where the spindle microtubules from opposite poles overlap. [GOC:ai, PMID:15296749]	IBA	cellular_component	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	9212
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
